,puesdo_id,real_id,title,categories,tags,description,is_live,view_count,like_count,channel_url,duration,average_rating,age_limit,webpage_url,rgb_by_frame,audio_by_frame
0,lKbF,CXg4IMG3e7k,F1 2012 Felipe Massa Could Face Leaving Ferrari If He Doesn't Improve! (F1 2011 Commentary),['Gaming'],"['Felipe', 'Massa', 'Could', 'Face', 'Leaving', 'Ferrari', 'If', 'He', ""Doesn't"", 'Improve!', '(F1', '2011', 'Commentary)', 'Scuderia Ferrari', 'Formula', 'Mercedes', 'Gary', 'Anderson', 'Michael', 'Schumacher', 'Ross', 'Brawn', 'Mercedes-Benz', 'Mercedes GP', 'W03']","INFORMATION ON F1 2012 TESTING HERE:
http://www.bbc.co.uk/sport/0/formula1/

Clan: http://www.youtube.com/xScOp3Gaming
Website:http://xscop3.blogspot.com/
DIRECTOR'S FACEBOOK: http://www.facebook.com/pages/Mickey-Motionz/132208500178718
DIRECTOR'S TWITTER: http://twitter.com/MickeyMoTiOnZ
Twitch: http://www.twitch.tv/MickeyMoTiOnZ

Felipe Massa Could Face Leaving Ferrari If He Doesn't Improve! (F1 2011 Commentary)
Felipe Massa Could Face Leaving Ferrari If He Doesn't Improve! (F1 2011 Commentary)
Felipe Massa Could Face Leaving Ferrari If He Doesn't Improve! (F1 2011 Commentary)",,6058.0,19.0,https://www.youtube.com/channel/UCnIC43govFqg6YtQ3mNAPkg,288.0,,0.0,https://www.youtube.com/watch?v=CXg4IMG3e7k,"[[105. 185.  94. ... 122.  95.  12.]
 [ 78. 196. 102. ...  94.  59.  18.]
 [ 68. 175. 123. ... 140.  99.   0.]
 ...
 [  0.  46. 128. ... 155. 141.  73.]
 [  0.  48. 126. ... 165. 136.  73.]
 [  0.  72. 173. ... 142. 119. 137.]]","[[155.  67. 138. ... 251. 104. 255.]
 [ 96.  63. 128. ...  15. 127. 255.]
 [106.  43. 136. ...  57. 185. 255.]
 ...
 [115.  42. 197. ... 118.   0. 218.]
 [ 58.  30. 146. ... 161. 164. 255.]
 [ 38.  55. 151. ...  67.  57. 118.]]"
1,HebF,koPinjfqp9w,la arrolladora en ecatepec 14 julio 2012 irreversible,['Music'],['CIMG2261'],,,2598.0,4.0,https://www.youtube.com/channel/UCtAj-jNesMTrGjFKA-KfsLw,176.0,,0.0,https://www.youtube.com/watch?v=koPinjfqp9w,"[[127. 163. 218. ... 155. 209. 200.]
 [152. 119. 248. ...  53.  80.  26.]
 [138. 121. 255. ... 155. 233.  21.]
 ...
 [ 86. 133. 213. ...  18. 140. 141.]
 [133. 106. 143. ... 136. 125. 128.]
 [ 65. 161. 146. ... 111. 105. 174.]]","[[192. 255. 255. ... 132.   0.   0.]
 [213. 255. 255. ...   0.  78.   0.]
 [194. 174. 248. ...   0. 167. 255.]
 ...
 [178. 255. 255. ... 255.  75.   0.]
 [173. 255. 242. ... 123. 130.   0.]
 [223. 255. 231. ... 255. 222.   0.]]"
2,GkbF,tLxlqIXkc7A,Fall Fashion 2012! | MEGHAN HUGHES,['Howto & Style'],"['missmeghanmakeup', 'msmeghanmakeup', 'missmeghanvlogs', 'msmeghanvlogs', 'beautybaby44', 'sister', 'redhead', 'guru', 'beauty', 'makeup', 'fall', 'fallfashion', 'trends', 'clothes', 'season', 'boots', 'jeans', 'topknot', 'h&m', 'forever21', 'thriftstore', 'thriftshop', 'thrifting', 'rings']","'Like' this video if you liked it! 

I hope you all enjoyed seeing my outfits for fall! (: 

Vlog channel- http://www.youtube.com/user/missmeghanvlogs
Twitter: https://twitter.com/#!/MsMeghanMakeup
Instagram- @missmeghanmakeup
Facebook- www.facebook.com/MissMeghanMakeup

My favorite makeup brushes- http://www.sigmabeauty.com/?Click=305984",,45767.0,1020.0,https://www.youtube.com/channel/UChZUCgX-hBXDpnpB8O1XQbA,199.0,,0.0,https://www.youtube.com/watch?v=tLxlqIXkc7A,"[[209. 214. 109. ... 131.  42. 173.]
 [209. 208.  93. ...  66. 175. 184.]
 [237. 204.  94. ... 131. 197. 157.]
 ...
 [ 34.  88.  77. ...   3.  61. 255.]
 [ 33. 101.  83. ...  27. 139. 255.]
 [ 21. 107.  87. ...  42. 146. 255.]]","[[183.  75. 134. ... 101. 187.  59.]
 [173.  60. 109. ...  22.  90. 100.]
 [172.  61. 130. ...  89.  75. 118.]
 ...
 [188.  78.  96. ... 237. 118. 173.]
 [180.  99. 125. ... 255. 255. 205.]
 [164.  92. 176. ... 161. 255. 152.]]"
3,q2bF,aHEH_eDsBXo,MENTALPSICOSIS -  La Flecha (VÍDEO OFICIAL),['Music'],[],"BANDA: La Flecha
TITULO:Mentalpsicosis
ALBUM: Mentalpsicosis
DISEÑO DE IMAGEN: Camilo Pineda, Dapno Cruz , Judaz Rodriguez
EDICION: ZdOn Rodriguez
CAPTURAS: Gonzalo Rojas, Francisco Trip, Andres Piedrahita, Brahian Rodriguez, Nicolas Camargo
BEATS: Mc Magnus
PRODUCCION DE AUDIO: Steel



RAP IBAGUÉ",,4795.0,65.0,https://www.youtube.com/channel/UCr6jqjWdZw57tpfjBNd4uaQ,247.0,,0.0,https://www.youtube.com/watch?v=aHEH_eDsBXo,"[[  0.  72. 173. ... 142. 119. 137.]
 [ 54. 115.  90. ...  39. 153. 255.]
 [ 91. 106.  90. ...  46. 108. 186.]
 ...
 [133.  86. 115. ... 113. 155. 136.]
 [137.  86. 112. ... 113. 140. 124.]
 [133.  80. 103. ... 121. 128. 116.]]","[[ 62. 140.   0. ...   0. 185.  24.]
 [ 75. 194.   0. ...   0. 255.   0.]
 [ 93. 108.  37. ...   0. 195.   0.]
 ...
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]]"
4,aUbF,n2DkgwnNLCQ,Le Monstre Wooden Roller Coaster POV Front Seat On-Ride La Ronde Montreal Canada 1080p HD,['Travel & Events'],"['Le', 'Monstre', 'Wooden', 'Roller', 'Coaster', 'POV', 'Front', 'Seat', 'On-Ride', 'La', 'Ronde', 'Montreal', 'Canada', '1080p', 'HD', 'woodie', 'rollercoaster', 'roller coaster', 'theme', 'park', 'review', 'robb', 'alvey', 'amusement', 'thrill', 'ride', 'old', 'classic', 'the', 'monster', 'canadian', 'toronto', 'six', 'flags', 'rct3', 'tycoon']",Filmed & Edited by Robb Alvey - http://www.themeparkreview.com - http://www.facebook.com/themeparkreview,,94381.0,466.0,https://www.youtube.com/channel/UCT-LpxQVr4JlrC_mYwJGJ3Q,333.0,,0.0,https://www.youtube.com/watch?v=n2DkgwnNLCQ,"[[ 33.  98.  98. ... 200. 205.  38.]
 [ 32. 101.  98. ... 206. 197.  30.]
 [ 32. 101.  98. ... 210. 199.  30.]
 ...
 [141. 180. 107. ...  34.  61. 255.]
 [127. 185. 105. ...  56. 146. 255.]
 [146. 179. 112. ...   0.  82. 255.]]","[[173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 ...
 [ 68. 222.  58. ... 117. 142.  36.]
 [114. 210. 172. ...  74. 164. 255.]
 [ 37. 255.  91. ...   0. 255. 241.]]"
5,A9bF,2H9qQ3_qUTE,reference funk bmw M POWER,['Music'],"['reference', 'funk', 'night']",de la folie,,41983.0,23.0,https://www.youtube.com/channel/UC6-Ig1aHGuG9gbdonpgZZog,319.0,,0.0,https://www.youtube.com/watch?v=2H9qQ3_qUTE,"[[170. 132.  66. ... 137. 135.  40.]
 [ 93. 153.  75. ... 179. 243.  73.]
 [118. 111.  55. ... 215. 160.  59.]
 ...
 [ 68. 193.  63. ... 132.   5. 155.]
 [ 85. 171.  85. ... 155.  97. 100.]
 [116. 174.  95. ... 135. 130. 126.]]","[[173.  27. 126. ... 133. 130. 187.]
 [196. 101.  42. ... 177. 165. 255.]
 [202.  74.  71. ... 154. 151. 192.]
 ...
 [204.  84.  81. ...  56. 191. 106.]
 [204. 102.  58. ...  29. 165.  51.]
 [211. 105.  59. ... 115.  71. 120.]]"
6,52bF,Rg9Lmjm1B0c,"Titanic on Blu-ray and 3D Blu-ray - 14th September, 2012",['Film & Animation'],"['titanic', 'Titanic (musical)', 'September (Month)', 'Blu-ray Disc (Product Line)', 'Collection', 'Reviews', 'Dvd']","Titanic 3D (Winner of 11 Oscars including Best Picture and Best Direction)  - Directed by James Cameron - Starring Leonardo DiCaprio and Kate Winslet - a boy and girl from different social backgrounds meet during the ill-fated maiden voyage of RMS Titanic. Releasing on Blu-ray and 3D Blu-ray - 14th September, 2012.",,3052.0,14.0,https://www.youtube.com/channel/UCHBR7qnfq8nMRNDJP94qxTQ,136.0,,0.0,https://www.youtube.com/watch?v=Rg9Lmjm1B0c,"[[  0. 134. 155. ...  25.  65.  91.]
 [ 60. 152. 125. ... 130.   0. 125.]
 [ 64. 150. 125. ... 108. 111.  75.]
 ...
 [ 63.  41.  82. ... 192. 209.  29.]
 [ 60.  38.  76. ... 164. 255.  35.]
 [ 54.  57.  88. ... 138. 222.   6.]]","[[196.  93. 134. ... 125.  56. 186.]
 [167.  95. 154. ...  68. 167.  46.]
 [191.  99. 115. ... 230.  87. 102.]
 ...
 [172.  79. 179. ...  32. 245. 108.]
 [156.  52. 164. ... 110. 255. 122.]
 [174.  71. 106. ...  89.  25.  25.]]"
7,gNbF,X_h8yl9mWAc,Nuevo Scanner Avanzado iScan IIwt de Autoland Scientech (Versión Español),['Autos & Vehicles'],"['iScan IIwt', 'iscan 2', 'iscan II', 'autoland scientech', 'autoland']",http://autolandscientech.us/,,10246.0,44.0,https://www.youtube.com/channel/UCLgjcR02Z4VGOotSlhA3RlQ,391.0,,0.0,https://www.youtube.com/watch?v=X_h8yl9mWAc,"[[  0.  72. 173. ... 142. 119. 137.]
 [102. 121.  72. ... 112.  57.  64.]
 [ 78.  81. 122. ...  76.  24. 151.]
 ...
 [ 69.  77. 104. ... 216. 140. 251.]
 [ 55. 120.  74. ... 145. 158. 218.]
 [165. 113.  95. ... 207. 157. 195.]]","[[173.  43. 115. ... 151.   8. 227.]
 [171.  58.  87. ...  64.  77. 187.]
 [177.  54. 101. ...  98.  88. 254.]
 ...
 [ 46.  59. 183. ... 166. 206.  16.]
 [ 85.  55. 174. ... 181. 130. 136.]
 [ 69.  51. 176. ... 139. 115. 214.]]"
8,6ZbF,jQHgxMOE29k,Philips 8109 Pokaz działania systemu Android,['Entertainment'],"['Android tv', '48PFS8109/12 oraz 55PFS8109/12', '48PFS8109/12', '55PFS8109/12', 'Philips 8109', 'Ambilight', '8109']",Pierwszy na rynku telewizor oparty o system Android. Philips 48PFS8109/12 oraz 55PFS8109/12,,30980.0,28.0,https://www.youtube.com/channel/UCmBgw5n2Ik-XS0k-rZO0gag,274.0,,0.0,https://www.youtube.com/watch?v=jQHgxMOE29k,"[[ 53.  46.  91. ... 138. 217.  95.]
 [ 52.  56.  86. ... 199. 202.  88.]
 [ 50.  59. 102. ... 208. 155. 119.]
 ...
 [190.   0. 142. ... 205. 103. 117.]
 [198.   0. 145. ... 220. 105. 113.]
 [193.   0. 138. ... 227. 113. 129.]]","[[101. 157. 170. ... 255.  89. 212.]
 [ 23. 189. 201. ... 132. 102. 122.]
 [ 49. 162. 190. ...   0.   0. 176.]
 ...
 [ 48. 132. 157. ... 255.  44.  14.]
 [ 50. 120. 133. ... 255. 255.  88.]
 [ 66.  91. 154. ... 120. 255. 131.]]"
9,rubF,,,,,,,,,,,,,,"[[ 97. 173. 117. ... 212. 137.  62.]
 [ 92. 173. 126. ... 227. 100.  98.]
 [ 87. 174. 120. ... 190.  98.  35.]
 ...
 [119. 176. 122. ... 157.  99. 141.]
 [104. 169. 149. ... 187.  60.  40.]
 [126. 167. 136. ... 205.  49.  85.]]","[[103.  60. 216. ...  99. 177. 138.]
 [ 66.  82. 249. ...  44. 170.   0.]
 [ 46. 134. 233. ... 115.   0. 255.]
 ...
 [ 40. 132. 221. ... 255.  70. 255.]
 [ 40. 130. 223. ...  78. 111. 191.]
 [126.  48. 203. ...  79. 108. 181.]]"
