,puesdo_id,real_id,title,categories,tags,description,is_live,view_count,like_count,channel_url,duration,average_rating,age_limit,webpage_url,rgb_by_frame,audio_by_frame
0,r4ih,AFFpf6Tb9wk,DANCE METIN 2 MISS FATTY,['Entertainment'],"['metin', 'dance']",x voi XD  la my shami che balla miss fatty,,4803.0,15.0,https://www.youtube.com/channel/UCFLcnwLKoiSC3Wa11d1wgKA,251.0,,0.0,https://www.youtube.com/watch?v=AFFpf6Tb9wk,"[[120.  85.  99. ...  64. 206. 150.]
 [116.  90. 104. ...  66. 213. 155.]
 [115.  91. 105. ...  67. 219. 151.]
 ...
 [232. 148. 106. ...  34. 141. 111.]
 [230. 148. 106. ...  30. 143. 103.]
 [230. 148. 106. ...  31. 149. 107.]]","[[173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  26. 126. ... 135. 131. 186.]
 ...
 [154.  70.  72. ...   1. 108. 241.]
 [135.  56. 128. ... 141.  20. 255.]
 [ 80.  74. 114. ...   0. 249.   0.]]"
1,gVih,fZuoPoq-UsQ,Silent Hill (real life),['Entertainment'],"['SH', 'Silent Hill', 'real life', 'real', 'ghost town', 'scary', 'Silent Hill 4', 'the room', 'konami', 'house', 'weird', 'tainted', 'helsinki', 'finland', 'movie', 'video', 'pictures', 'kaarela', 'darkness', 'disturbing', 'lol', ""shepherd's glen"", 'shepherd', 'glen', 'snow', 'room of angel', 'angel', 'kaupunki', 'aave', 'haamu', 'homecoming', 'fog', 'monsters', 'ghost', 'game', 'silent', 'hill', 'unpleasant', 'grey', 'gta', 'zombie', 'food', 'beer', 'district', 'life']","I do not own the logo nor the song (Silent Hill 4 - The Room), they're both property of Konami.
Pictures were captured in North-Helsinki, Finland.
Song is called Silent Hill - The Room Of Angel.
Please rate! :)",,20266.0,76.0,https://www.youtube.com/channel/UC1x8YDi2nU8KEW3k_zQHGzg,241.0,,0.0,https://www.youtube.com/watch?v=fZuoPoq-UsQ,"[[  0.  85. 148. ... 124. 135. 133.]
 [  0.  85. 148. ... 124. 135. 133.]
 [  0.  85. 148. ... 124. 135. 133.]
 ...
 [  0.  85. 148. ... 124. 135. 133.]
 [  0.  85. 148. ... 124. 135. 133.]
 [  0.  85. 148. ... 124. 135. 133.]]","[[149.  51. 116. ... 171.  49. 122.]
 [164. 109. 110. ...  46. 255.  75.]
 [156.  78. 125. ... 126. 210.  33.]
 ...
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]]"
2,ybih,7RSahADt_hs,PAREJAS DE CREPUSCULO,['Film & Animation'],['PAREJAS'],"Edward y bella
carlisle y esme
rosalie y emmet
alice y jasper
jacob y bella",,9813.0,84.0,https://www.youtube.com/channel/UCZhJ5OovJARA4Ph9slPcUEw,208.0,,0.0,https://www.youtube.com/watch?v=7RSahADt_hs,"[[  0. 144.  67. ... 125.  94. 155.]
 [  0. 149.  64. ... 158. 148. 175.]
 [  0. 149.  63. ... 159. 149. 172.]
 ...
 [  0. 118.  53. ... 185.  88. 138.]
 [  0. 146.  65. ... 127.  97. 156.]
 [  0. 146.  65. ... 127.  97. 156.]]","[[177.  61. 101. ... 219.  65. 108.]
 [183.  67.  89. ... 209.  23. 150.]
 [194. 102.  69. ... 255.  62.  79.]
 ...
 [212.  96. 110. ... 237. 115. 194.]
 [219. 120.  80. ... 255. 197. 231.]
 [180.  50. 138. ... 108.  51. 107.]]"
3,Dmih,TbmS26LFNCM,Lord of the Dance (3) - Caribbean World Monastir 2009,['Travel & Events'],['MOV03D'],,,1255.0,0.0,https://www.youtube.com/channel/UCsTiJjL6iBE9f0ijJ1e96Pw,182.0,,0.0,https://www.youtube.com/watch?v=TbmS26LFNCM,"[[  0. 109. 200. ... 132. 155. 155.]
 [  0. 109. 204. ... 136. 194. 132.]
 [170. 134. 128. ... 154.  11.   0.]
 ...
 [ 51. 183. 245. ...  87.  82.  40.]
 [110. 146. 255. ...  45. 108.  61.]
 [ 98. 151. 255. ...  47. 104.  51.]]","[[168. 191. 240. ... 183. 141.   0.]
 [137. 197. 167. ...   3. 154. 134.]
 [153. 255. 208. ... 115. 244. 208.]
 ...
 [181. 168. 195. ...  36.  58. 144.]
 [161. 213. 230. ... 252. 109. 156.]
 [138. 144. 216. ... 214. 126. 255.]]"
4,cfih,,,,,,,,,,,,,,"[[  0.  72. 173. ... 142. 119. 137.]
 [ 71.   0.  94. ... 155. 110. 212.]
 [ 42.  19.  81. ... 171. 104. 178.]
 ...
 [ 19.  55.  74. ... 176. 160. 200.]
 [ 19.  55.  74. ... 176. 159. 200.]
 [ 62.  43.  78. ... 210.  80. 104.]]","[[183.  83.  75. ... 244.  79.   0.]
 [153. 109.  21. ...  68.  93.   0.]
 [173.  87.  43. ...  60. 132. 131.]
 ...
 [108. 189.   0. ... 255. 255. 222.]
 [150.  93.  35. ...  54. 228.   0.]
 [164.  59. 122. ... 214.  34.  60.]]"
5,dXih,vchCsRUSlTc,Lakers Coach Phil Jackson on 87-79 victory over Oklahoma City Thunder,['Sports'],"['Lakers', 'Phil Jackson', 'Oklahoma City Thunder', 'NBA playoffs', 'Andrew Bynum', 'Kobe Bryant', 'Ron Artest', 'Kevin Durant']",Lakers Coach Phil Jackson on 87-79 victory over Oklahoma City Thunder,,1382.0,2.0,https://www.youtube.com/channel/UCw3SYO_euO0TSPC_m_0Pzgw,320.0,,0.0,https://www.youtube.com/watch?v=vchCsRUSlTc,"[[  0.  72. 173. ... 142. 119. 137.]
 [ 21.   0. 148. ...  60. 105. 121.]
 [ 47.   0. 126. ...  23. 246. 103.]
 ...
 [ 90. 139. 163. ... 135. 111. 103.]
 [ 80. 140. 157. ... 170. 140. 107.]
 [111. 120. 158. ...  96. 137.  81.]]","[[157.  70. 103. ... 110.  71. 208.]
 [140.  80.  89. ...  13. 218. 110.]
 [172.  76.  72. ...  79.  66. 120.]
 ...
 [106.  63. 216. ...  48. 182.  20.]
 [ 96.  58. 215. ... 101. 190.  41.]
 [ 99.  97. 241. ... 186.  72.  96.]]"
6,2fih,-J5oU-Zc6N4,ガンダムバトルオペレーション　ガンダムEz8 lv6　002,['Gaming'],"['ガンダムバトルオペレーション', 'ガンダムEz8']","連投！
クソエイム！
最近の山岳連邦は開幕右攻めがトレンドらしいすな",,7857.0,30.0,https://www.youtube.com/channel/UCVIX4KzSpx3QkdaYS24s31A,496.0,,0.0,https://www.youtube.com/watch?v=-J5oU-Zc6N4,"[[110.  40. 143. ...  89. 173. 116.]
 [182. 107.  66. ... 129. 149.  79.]
 [169.  80.  82. ... 155.  36.  43.]
 ...
 [255.  55.  90. ...  66. 196. 132.]
 [167.  86.  67. ...  59. 173. 218.]
 [170.  53. 121. ... 103. 100. 127.]]","[[129.  95. 116. ...   0. 255.  41.]
 [108. 165.  56. ...  51. 255.  97.]
 [ 98. 153.  83. ... 255. 103.   0.]
 ...
 [118. 119. 107. ...   0.  74.   0.]
 [113. 115.  88. ...  81. 255.   0.]
 [102. 153.  82. ... 122.  46.   0.]]"
7,Scih,,,,,,,,,,,,,,"[[  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]
 [127. 199.  77. ... 255. 159. 105.]
 ...
 [110. 204.  59. ... 108. 104. 152.]
 [  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]]","[[173.  27. 126. ... 133. 130. 187.]
 [123.  77. 198. ... 174. 192. 236.]
 [ 46.  85. 207. ... 226. 203. 145.]
 ...
 [103.  38. 160. ... 248. 130.  83.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]]"
8,5Dih,0Hg3B-SvMJg,Boom Beach-Epic Battle 2 -1.7 million+ Gold !!,['Gaming'],['Boom Beach'],"New record !
Rifleman Lvl 18",,40095.0,139.0,https://www.youtube.com/channel/UCtWVeH8DF_2lLlgo_-FjWDg,136.0,,0.0,https://www.youtube.com/watch?v=0Hg3B-SvMJg,"[[169. 134. 116. ... 110.  51. 214.]
 [169.  95. 115. ... 135.  20. 242.]
 [157.  89. 109. ...  70.  63. 246.]
 ...
 [137. 127. 143. ... 191.  44.  91.]
 [105. 170. 118. ...   0. 221. 102.]
 [ 19. 208.  93. ...  66.   0.   0.]]","[[168.  60. 144. ...   0.  40. 136.]
 [156.  87. 121. ...   0.   0. 225.]
 [159.  80. 128. ...  39.   0. 255.]
 ...
 [ 84.  67. 135. ... 117.  52. 111.]
 [ 67.  71. 135. ... 102. 135.  28.]
 [ 68.  63. 143. ... 110. 199.  48.]]"
9,jwih,TT698QY4hxE,SUPERHEROES CLIP -montaggio supereroi-,['Entertainment'],"['superheroes', 'spiderman', 'batman', 'xmen', 'hulk']",montaggio con alcuni pezzi da film di supereroi...clip with superheores and bad guys!,,16284.0,20.0,https://www.youtube.com/channel/UCJDcmq_C9DrgOKbsatXkO6w,187.0,,0.0,https://www.youtube.com/watch?v=TT698QY4hxE,"[[152.  92. 171. ... 126. 119. 162.]
 [117. 116. 139. ... 116.  59.  58.]
 [136. 136. 113. ...  44.  66.  88.]
 ...
 [210. 148. 129. ...  79.  68. 105.]
 [ 90. 200.  95. ...  85. 105. 230.]
 [138. 174. 102. ... 178. 146. 196.]]","[[173.  27. 126. ... 133. 130. 187.]
 [173.  77. 122. ... 201. 122.  73.]
 [155.  65. 116. ...  84.  76. 126.]
 ...
 [150.  95.  78. ... 201. 108. 198.]
 [161. 121. 112. ... 195.  99. 151.]
 [185.  96.  95. ... 153. 127. 111.]]"
