,puesdo_id,real_id,title,categories,tags,description,is_live,view_count,like_count,channel_url,duration,average_rating,age_limit,webpage_url,rgb_by_frame,audio_by_frame
0,Knha,p5lwS_fUUzc,Colegio Hispano Inglés- Baile Expresión Corporal 3º de ESO- Grupo4,['Education'],"['colegio hispano inglés', 'baile']","La Expresión Corporal entra dentro del concepto de jugar, crear y descubrir con el movimiento. Es una forma de sacar al exterior la imaginación, la creatividad, la espontaneidad, la sensibilidad y la esencia de los niños. Un punto importante a destacar es la libertad de movimiento. En las clases de Educación Física de 3º de ESO se ha trabajado por medio del baile y esta es una muestra del gran trabajo de nuestros alumnos.",,6736.0,38.0,https://www.youtube.com/channel/UCHd0KVZnf-NfN5mqv5lVRuQ,225.0,,0.0,https://www.youtube.com/watch?v=p5lwS_fUUzc,"[[160. 137. 255. ...  74. 176. 175.]
 [154. 144. 255. ...  85. 152. 189.]
 [144. 147. 255. ...  86. 232. 177.]
 ...
 [136. 133. 255. ... 136. 255. 218.]
 [135. 146. 255. ...  61. 243.  93.]
 [178. 131. 255. ...  61. 191. 114.]]","[[114.  64. 185. ... 126. 192. 255.]
 [116.  46. 170. ... 146.  65. 180.]
 [150. 161. 237. ...  79. 206.  30.]
 ...
 [105. 255. 255. ...   0. 151. 185.]
 [148. 199. 255. ...   0. 168. 134.]
 [108. 255. 255. ...   0. 128. 155.]]"
1,3Jha,t_I-gmCMnMM,Assassin's Creed 3 - Benedict Arnold || Parte 2 en Español,['Gaming'],"[""Assassin's"", 'creed', 'Benedict', 'Arnold', 'gameplay', 'Parte', 'Español', 'guia', 'walkthrough']","⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩ Abrir para mas información ⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩⇩

Vídeo anterior: http://www.youtube.com/watch?v=PWtgdrFR8Y8

Muy buenas a todos hoy os traigo la segunda misión exclusiva de PS3, las misiones de Benedict Arnold en español, espero que os guste ;D

PARTE 1: http://www.youtube.com/watch?v=s6SZRVNCqpU
PARTE 3: http://www.youtube.com/watch?v=h4HTn-K6shU

¡¡Únete a la Hermandad de los Asesinos!!
http://www.youtube.com/user/TheAssassinsESP

⇩⇩⇩⇩⇩⇩ TAMBIÉN ME PUEDES ENCONTRAR EN⇩⇩⇩⇩⇩⇩

-- Antes de agregarme mandame un mensaje privado para saber quien eres --
• FACEBOOK - http://www.facebook.com/jugadorcanario
• TWITTER - http://twitter.com/#!/JCanarioTF
• ASK: http://ask.fm/JugadorCanario
• PS3 - JugadorCanario
• XBOX - JCanario92
• STEAM - Jugadorcanariohd
• LOL - JugadorCanario
• SKYPE - Jugador_canario
• TWITCH - http://es.twitch.tv/jugadorcanario
• Canal de mi novia ;D - http://www.youtube.com/user/Noakrunk93

Tags: Assassin's creed 3 Benedict Arnold gameplay Parte 2 Español guia walkthrough",,2640.0,48.0,https://www.youtube.com/channel/UCFOv6NLq7MTVDyQq08DGOyg,214.0,,0.0,https://www.youtube.com/watch?v=t_I-gmCMnMM,"[[  0.  72. 173. ... 142. 119. 137.]
 [ 92. 169.  66. ... 196. 155.  54.]
 [ 98. 164.  83. ... 177. 211. 166.]
 ...
 [ 89.   0.  90. ...  84.  94. 144.]
 [119.   0.  92. ... 117. 141. 155.]
 [118.   0. 102. ...  62. 184. 173.]]","[[152.  50. 123. ... 146.   0. 255.]
 [118.  75.  92. ... 255.  34. 212.]
 [101.  84.  66. ... 178. 161.  54.]
 ...
 [172.  94. 153. ...  66. 255.  20.]
 [146.  93. 164. ...   0. 188.   0.]
 [161.  46. 150. ... 119. 124. 211.]]"
2,u2ha,Tbo_HKXdwzQ,MOMO-Stratena rovnovaha(OFFICIALVIDEO),['Music'],"['Momo', 'Stratená Rovnováha', 'momo sam', 'luza', 'petrzalka', 'peter pann', 'rival', 'raj', 'za ocami', 'hadie oci', 'Kontrafakt (Musical Group)', 'rytmus', 'Music (TV Genre)', 'Rapping (Literature Subject)']","Momo Sandra a Peter Pann-Stratena rovnovaha
TEXT http://texty.rukahore.sk/momo/stratena-rovnovaha/stratena-rovnovaha",,1616188.0,7205.0,https://www.youtube.com/channel/UC0_PbCPSQPcnpbhPeUOO0eQ,196.0,,0.0,https://www.youtube.com/watch?v=Tbo_HKXdwzQ,"[[  0.  72. 173. ... 142. 119. 137.]
 [  6.  73.  96. ... 128.  35.  45.]
 [ 12.  68. 101. ... 106.  19.  23.]
 ...
 [  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]]","[[170.  50. 113. ... 184. 112. 243.]
 [171.  74.  73. ... 206. 155. 131.]
 [170.  64. 102. ... 168.  29. 255.]
 ...
 [106.  70. 192. ...   0. 255. 102.]
 [118.  57. 173. ...   0. 165.  37.]
 [155.  56. 140. ... 241.  32. 131.]]"
3,ezha,a7QhQ4m_aag,Adele Turning Tables - Piano Cover (With Sheet Music),['Music'],"['Adele', 'Turning', 'Tables', 'Piano', 'Cover', 'de', 'Keyboard', 'Adele (singer)', 'Playing', 'Music', 'New', 'Recital', 'Rock Music', 'Singer', 'Song', 'Artist', 'Yamaha', 'Grand', 'Cauda', 'Acoustic', 'Original', 'Música', 'Songwriter', 'Live Music', 'Original Song', 'midi', 'synthesia', 'Folk', 'Composition', 'With', 'Sheet', 'Com', 'Partitura', 'Accompaniment', 'You', 'Found']","====== PORTUGUÊS ======

Cover de piano da música ""Turning Tables""  da cantora Adele. Perdoem-me os erros, eu ainda so um iniciante.
Pianista: Gabriel
Partitura: http://www.scribd.com/doc/62146905/21-Songbook-Adele

====== ENGLISH ======

Piano cover from the music ""Turnig Tables"" from the singer Adele. Forgive me for the mistakes, I'm still a beginner.
Pianist: Gabriel
Sheet Music: http://www.scribd.com/doc/62146905/21-Songbook-Adele",,2203.0,15.0,https://www.youtube.com/channel/UCM3qSvjkT2N9V-XGCfowj1Q,231.0,,0.0,https://www.youtube.com/watch?v=a7QhQ4m_aag,"[[121. 207. 144. ...  74. 140. 142.]
 [143. 199. 130. ...  99. 176. 182.]
 [237. 178. 152. ... 157. 119. 199.]
 ...
 [122. 207. 132. ...   0. 230. 158.]
 [168. 196. 131. ...  50. 174. 215.]
 [190. 188. 128. ...  47. 189. 160.]]","[[138.  79. 190. ... 225. 230.   0.]
 [ 43.  85. 164. ... 164.  64.  97.]
 [ 63.  99. 162. ... 161.  73. 173.]
 ...
 [ 77.  76. 163. ... 255. 127. 154.]
 [ 70.  88. 156. ... 209.  73. 161.]
 [111.  74. 188. ...  27. 243.  38.]]"
4,yaha,Mhj3CHucorA,'93 Billboard Awards Hip-Hop/R&B Medley (1993),['Music'],"['SWV (Musical Artist)', 'H-Town (Award Winner)', 'Zhané (Musical Artist)', 'Wreckx-N-Effect (Musical Group)', 'Robin S (Musical Artist)']","Top Billboard R&B/Hip-Hop Songs of 1993.

Performers:
Robin S - ""Show Me Love""
SWV - ""I'm So Into You""
H-Town - ""Knockin' Da Boots""
Zhane - ""Hey Mr. DJ""
Wreckx-n-Effect - ""Rumpshaker""
Tag Team - ""Whoomp There It Is""",,126752.0,2189.0,https://www.youtube.com/channel/UCwZVjzNAvnnRaogZkxRGa6A,409.0,,0.0,https://www.youtube.com/watch?v=Mhj3CHucorA,"[[ 47.  74. 100. ... 121.  26. 122.]
 [ 71.  86. 100. ... 146.   0. 215.]
 [ 54.  42. 104. ...  73.  10. 255.]
 ...
 [141.  80. 205. ... 151. 255. 103.]
 [146.  77. 181. ... 143. 202. 147.]
 [201.  69. 137. ... 108.  51. 159.]]","[[114. 255. 216. ...   0. 216.   7.]
 [ 86. 253. 198. ... 109. 147.   0.]
 [110. 255. 202. ...   0.   0. 101.]
 ...
 [112. 255. 157. ...   0. 148.   0.]
 [117. 255. 180. ...   0. 255.  52.]
 [154. 255. 199. ...   0.   0.   0.]]"
5,H2ha,tkf8-VwQngI,Livonia Fire & Rescue - Christmas Tree Burn Demo,['Nonprofits & Activism'],"['Christmas', 'Tree', 'Burn', 'Demo', 'Livonia', 'LivoniaTV', 'Fire', 'Rescue']",,,2370.0,3.0,https://www.youtube.com/channel/UC81D_yBDdwEXucKYYvCnXOQ,375.0,,0.0,https://www.youtube.com/watch?v=tkf8-VwQngI,"[[  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]
 [ 97.   0.  94. ...  55. 144.  46.]
 ...
 [154. 172. 127. ... 107. 221.  36.]
 [153. 179. 140. ... 139. 234. 124.]
 [145. 181. 123. ... 153. 202.  41.]]","[[172.  24. 131. ... 171. 158. 165.]
 [186.  79.  97. ... 162. 110.  60.]
 [186. 121. 118. ...   0.  99.   0.]
 ...
 [  0. 168. 117. ... 255. 166.   6.]
 [ 17. 131. 142. ... 120.  44.  49.]
 [ 67. 123.  97. ...  30. 130. 129.]]"
6,s0ha,,,,,,,,,,,,,,"[[125. 192. 214. ...  17.  96.  25.]
 [138. 190. 241. ...  44. 104. 207.]
 [106. 209. 187. ...  63. 160. 169.]
 ...
 [ 91. 214. 186. ... 104. 151. 153.]
 [104. 202. 195. ... 108. 109. 144.]
 [116. 201. 216. ...  97. 151. 163.]]","[[196.  89. 189. ... 221. 143. 129.]
 [208. 228. 191. ... 255. 255. 100.]
 [204. 179. 206. ...  49. 255. 255.]
 ...
 [220. 149. 154. ... 123.   0. 171.]
 [201. 124. 146. ...  49.   0. 231.]
 [215. 183. 207. ...  97.  99.  16.]]"
7,i8ha,4yl7_Id120g,"Ibrahimovic, Cavani, Motta, Silva - Le match RENNES-PSG à la loupe - 2013/2014",['Sports'],"['fait marquant', 'buzz', 'actualité', 'ligue 1', 'ligue1', 'league1', 'league 1', 'L1', 'D1', 'division 1', 'division1', 'football', 'foot', 'match', 'championnat', 'France', 'journée', 'Thiago Motta (Football Player)', 'Zlatan Ibrahimović (Football Player)', 'Paris Saint-Germain F.C. (Football Team)', 'Edinson Cavani (Football Player)', 'Thiago Silva (Football Player)']","Le fait marquant de la 18ème journée de Ligue 1 en vidéo

Ligue 1 - Saison 2013/2014 - 18ème journée

Montpellier Hérault SC - AS Saint-Etienne (0-1)
Stade Rennais FC - Paris Saint-Germain (1-3)
AC Ajaccio - FC Lorient (1-2)
Evian TG FC - Stade de Reims (1-1)
EA Guingamp - AS Monaco FC (0-2)
FC Nantes - Toulouse FC (1-2)
OGC Nice - FC Sochaux-Montbéliard (1-0)
Girondins de Bordeaux - Valenciennes FC (2-1)
LOSC Lille - SC Bastia (2-1)
Olympique Lyonnais - Olympique de Marseille (0-0)

Buteurs : Max-Alain GRADEL (75' - AS Saint-Etienne) / Thiago MOTTA (19' - Paris Saint-Germain) / Zlatan IBRAHIMOVIC (52' pen - Paris Saint-Germain) / Romain ALESSANDRINI (67' - Stade Rennais FC) / Edinson CAVANI (90' +1 - Paris Saint-Germain) / Vincent ABOUBAKAR (38' - FC Lorient) / Salim ARRACHE (44' - AC Ajaccio) / Jérémie ALIADIERE (73' - FC Lorient) / Jonathan MENSAH (73' - Evian TG FC) / Floyd AYITE (90' +1 - Stade de Reims) / Anthony MARTIAL (4' - AS Monaco FC) / Layvin KURZAWA (42' - AS Monaco FC) / Etienne DIDOT (55' - Toulouse FC) / Jean-Daniel AKPA-AKPRO (71' - Toulouse FC) / Papy Mison DJILOBODJI (82' - FC Nantes) / Eric BAUTHEAC (24' - OGC Nice) / Tongo Hamed DOUMBIA (55' - Valenciennes FC) / JUSSIE (58' pen - Girondins de Bordeaux) / Nicolas MAURICE-BELAY (73' - Girondins de Bordeaux) / Ludovic GENEST (3' - SC Bastia) / Salomon KALOU (17' - LOSC Lille) / Salomon KALOU (22' - LOSC Lille) 

Abonnez-vous à la chaîne : http://www.youtube.com/subscription_center?add_user=ligue1fr 
Suivez nous sur LFP.fr : http://www.lfp.fr/ligue1 
Suivez nous sur Facebook : http://www.facebook.com/ligue1 
Suivez nous sur Google+ : https://plus.google.com/109005764583830637639 
Suivez nous sur Twitter : http://www.twitter.com/LFPFr",,36723.0,172.0,https://www.youtube.com/channel/UCQsH5XtIc9hONE1BQjucM0g,165.0,,0.0,https://www.youtube.com/watch?v=4yl7_Id120g,"[[ 43. 125. 160. ...   6. 255. 174.]
 [ 90. 154. 128. ... 160.  55.  56.]
 [105. 143. 111. ... 100.  79. 119.]
 ...
 [138. 150. 173. ... 122. 162. 155.]
 [149. 157. 148. ... 172. 134. 150.]
 [112. 141. 179. ... 252.  73. 132.]]","[[139.  82.  97. ... 255. 155. 255.]
 [148.  81.  52. ... 255.   0. 255.]
 [164.  53.  93. ... 254. 156. 196.]
 ...
 [195. 106.  51. ... 172. 255. 134.]
 [187. 102.  56. ...  99. 255.  65.]
 [180.  87.  74. ... 176. 227.  49.]]"
8,Pqha,,,,,,,,,,,,,,"[[167. 138. 187. ... 174. 119.  70.]
 [177. 111. 217. ... 158.  91.  32.]
 [110. 149. 192. ... 104. 201.  83.]
 ...
 [128. 169. 171. ... 164.  75.  59.]
 [139. 166. 173. ... 137. 110.  93.]
 [124. 156. 190. ... 175. 105. 128.]]","[[165. 199. 184. ...  66.  47.  35.]
 [172. 152. 170. ...  90. 130.  35.]
 [178. 136. 143. ...   0.  67. 132.]
 ...
 [135. 205. 205. ... 235.  29. 255.]
 [ 63. 255. 200. ...  88. 255. 255.]
 [ 95. 255. 191. ...   0. 255. 255.]]"
9,q9ha,4t_UPW-V9ko,inFamous: Second Son Review-Kit Unboxing,['Gaming'],"['Xbox', 'Playstation', 'Gaming', 'Konsole', ""Let's Play"", 'Playstation 3', 'Xbox 360', 'Deutsch', 'German', 'Kommentar', 'Walktrough', 'HighscoreHeroes', 'Highscore Heroes', 'InFamous: Second Son']","Heute habe ich von Sony Post bekommen. Darin enthalten war das Reviewkit zu inFamous: Second Son. Da diese nicht im Handel erhältliche Edition auf den ersten Blick begeisterte, wollte ich euch am Umfang teilhaben lassen. Übrigens schiebt sich auch Amelia wieder ins Bild.

►Highscore Heroes
Facebook: http://www.facebook.com/HighscoreHeroes
Saschas Twitter: http://twitter.com/saschaw
--------------------------------------------
►Hinweis:
Falls Dir das Spiel gefällt, unterstütze bitte die Entwickler und kaufe es Dir.",,1862.0,38.0,https://www.youtube.com/channel/UCUX2N_i0sDhbOXE2QhcocYg,323.0,,0.0,https://www.youtube.com/watch?v=4t_UPW-V9ko,"[[154. 112.  66. ... 123.  31. 119.]
 [142. 144.  77. ... 139.  56.  12.]
 [134. 135.  77. ... 144.  45.   6.]
 ...
 [182. 172.  94. ...  41.  99.  80.]
 [182. 172.  94. ...  41.  98.  81.]
 [182. 171.  93. ...  34. 102.  86.]]","[[ 83.  34. 171. ... 203.  74.  61.]
 [ 83.  35. 134. ... 187. 174. 254.]
 [ 51.  51. 106. ...  93. 173. 255.]
 ...
 [ 12.  61.  99. ... 255.   2. 230.]
 [ 44.  47. 121. ... 224. 118. 184.]
 [ 32.  37. 142. ... 129. 141. 255.]]"
