,puesdo_id,real_id,title,categories,tags,description,is_live,view_count,like_count,channel_url,duration,average_rating,age_limit,webpage_url,rgb_by_frame,audio_by_frame
0,09fQ,TcXg8DCgi7U,dadar ajmer sf express arriving marwar junction,['Travel & Events'],"['12989', 'dadar', 'ajmer', 'sf', 'express', 'arriving', 'marwar', 'junction']",12989 dadar ajmer sf express arriving marwar junction with wdp 4,,8386.0,27.0,https://www.youtube.com/channel/UC1gKHU-Z-7XTICtxB1IQPaA,196.0,,0.0,https://www.youtube.com/watch?v=TcXg8DCgi7U,"[[185. 157.  54. ... 209. 194.  13.]
 [127. 173.  58. ...  90. 189.  63.]
 [161. 170.  79. ... 116. 137.  52.]
 ...
 [215. 176.  91. ... 228. 199. 142.]
 [247. 144.  73. ... 253. 255. 144.]
 [195. 188. 115. ... 166. 255. 106.]]","[[ 25. 187.  79. ... 193. 187. 198.]
 [ 46. 194.  89. ... 254.  49. 249.]
 [ 31. 139. 122. ... 233.  86. 255.]
 ...
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]]"
1,lbfQ,-Pnji1-okds,2014 WTA Player of the Year Finalists,['Sports'],"['tennis highlights', 'tennis', 'tenis', 'WTA', ""Women's Tennis Highlights"", 'Womens Tennis Highlights', ""Women's Tennis Association (Organization)"", 'Open', 'WTA Awards', 'Serena Williams (Tennis Player)', 'Maria Sharapova (Tennis Player)', 'Petra Kvitová (Tennis Player)', 'Li Na (Tennis Player)', 'Simona Halep (Tennis Player)', 'Ana Ivanovic (Tennis Player)']","2014 WTA Player of the Year finalists are Serena Williams, Maria Sharapova, Petra Kvitova, Li Na, Simona Halep and Ana Ivanovic.

Vote here: http://wtatenn.is/LM269P

WTA on Facebook: http://www.facebook.com/WTA
WTA on Twitter: http://www.twitter.com/WTA
More Videos: http://www.wtatennis.com",,23192.0,161.0,https://www.youtube.com/channel/UCaBIVVpHjq6j3tSyxwTE-8Q,148.0,,0.0,https://www.youtube.com/watch?v=-Pnji1-okds,"[[ 84. 100.  87. ...  64. 255.  19.]
 [ 84. 102.  93. ... 117. 205.  24.]
 [ 80. 105.  77. ... 139. 255.  32.]
 ...
 [ 80. 105.  71. ...  98. 203.  47.]
 [ 80.  84.  84. ...  59. 182.  58.]
 [ 62.  83.  79. ... 131. 175.  48.]]","[[188.  92.  37. ... 115.  85. 251.]
 [197. 133.   0. ...  97.  92. 240.]
 [182.  71.  79. ...  42. 118. 161.]
 ...
 [155.  60. 163. ... 131. 141.  41.]
 [172.  56. 114. ... 204. 139. 121.]
 [166.  41. 117. ... 187.  16. 133.]]"
2,B5fQ,pRRQ8xyD3P8,Receita de Risoto de Damasco | Fácil | Como Fazer,['Howto & Style'],"['gourmet a dois', 'gourmet', 'dois', 'g2', 'culinaria', 'gastronomia', 'receita', 'risoto', 'damasco']","RECEITA COMPLETA: http://ga2.me/rPv8h51
Aprenda a fazer em casa este maravilhoso prato típico da culinária Italiana, o risoto de damasco. 
 
Ingredientes fornecidos por: Super Prix Supermercados 

 Siga-nos:
http://facebook.com/gourmetadois
http://twitter.com/gourmetadois
http://instagram.com/gourmetadois",,15421.0,388.0,https://www.youtube.com/channel/UC7kLQPO_jhqsRLpfXS9UBFw,127.0,,0.0,https://www.youtube.com/watch?v=pRRQ8xyD3P8,"[[189. 114.  86. ...   0. 129.  60.]
 [160. 144.  86. ...   0.  48. 115.]
 [153. 156.  85. ...   0.  46.  47.]
 ...
 [103. 175.  40. ... 118. 182. 106.]
 [103. 175.  40. ... 118. 182. 106.]
 [102. 175.  40. ... 117. 179. 105.]]","[[172.  45.  91. ... 102. 195. 134.]
 [175.  59.  88. ... 206. 202.  23.]
 [183.  65. 106. ... 143. 255. 237.]
 ...
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]]"
3,QIfQ,fRdLKISzTnw,Junior MX World Championships Sunday ft Prado Garcia / Jonass / Savatgy,['Sports'],"['junior mx world championships', '125cc', 'mx', '65cc', 'ben watson', '2011', '2010', 'thomas do', 'motocross', 'vurb moto', 'professional motocross', 'chase bell', 'james dunn', 'racing', 'bikes', 'jeremy seewer', 'moto', 'vurbmoto', 'joey savatgy', 'sx', '2009', 'stunts', 'junior world championship', '2 stroke', 'supercross', 'jonass pauls', 'dirt', 'amateur motocross', 'motorbike', 'jorge prado garcia', '85cc', 'cingoli', 'vurb']","Vurb Moto once again brings you exclusive coverage from race day at the World Junior Championships in Cingoli, Italy. The titles were all on the line, with two races deciding who'd be World Champion.

Featuring Jorge Prado Garcia / Chris Alldredge / Joey Savatgy / Jeremy Seewer / Tim Gajser / Jonas Paulss / Chase Bell / Brian Hsu / Ben Watson / Thomas Do / James Dunn and many more.

Subscribe to Vurb Moto
http://www.youtube.com/subscription_center?add_user=vurbmoto

Vurb Moto Website
http://www.vurbmoto.com

Vurb Moto Facebook
http://www.facebook.com/vurbmoto

Vurb Moto Twitter
http://www.twitter.com/vurbmoto",,50306.0,56.0,https://www.youtube.com/channel/UCF3xDLvgKlBkmVWdpmHXP_A,206.0,,0.0,https://www.youtube.com/watch?v=fRdLKISzTnw,"[[  0.  83. 148. ... 124. 139. 128.]
 [114.  88. 104. ... 131.  92. 219.]
 [106.  87. 107. ... 140.  79. 210.]
 ...
 [151. 116. 139. ... 160.  92. 236.]
 [131.  88. 142. ... 164.  76.  14.]
 [ 69. 149. 111. ... 209. 118.   4.]]","[[172.  25. 129. ... 153. 152. 166.]
 [172.  24. 130. ... 155. 153. 165.]
 [172.  24. 130. ... 155. 151. 172.]
 ...
 [146.  96. 187. ... 255.  99.   0.]
 [172.  24. 129. ... 155. 153. 167.]
 [172.  25. 129. ... 154. 152. 169.]]"
4,cOfQ,zTXbbTYNLzY,Best spawn in Dayz!,['Gaming'],"['dayz', 'spawn', 'best', 'boat', 'car', 'death', 'no', 'guns']","This might be the best spawn in dayz. I found a boat, a car, and death. Enjoy",,2185.0,14.0,https://www.youtube.com/channel/UCUND2NWz-1kgPJgeeIhh5LA,218.0,,0.0,https://www.youtube.com/watch?v=zTXbbTYNLzY,"[[  0.  72. 173. ... 142. 119. 137.]
 [228.  78.  84. ...  11. 113. 195.]
 [213. 127.  66. ...  76. 229. 133.]
 ...
 [186. 142.  93. ... 118. 135. 157.]
 [166. 172.  95. ... 146. 106. 197.]
 [208. 157. 104. ... 121.  92. 225.]]","[[ 75.  65. 193. ... 148.  85. 201.]
 [ 62.  57. 178. ... 102.  22. 255.]
 [ 47.  85. 154. ...  23. 104. 233.]
 ...
 [ 48.  97.  82. ... 151.  95. 141.]
 [ 94.  64. 116. ...   0.  96.  78.]
 [ 59.  87.  91. ...  99. 154. 250.]]"
5,OufQ,5vRGf051nuk,CM Jones - Just a Lil' Bigger (Official Music Video),['Music'],"['cm', 'jones', 'creestal', 'marseille', 'moshadee', 'video', 'official', 'clip', 'new', 'jersey', 'usa', 'france', 'hip', 'hop', 'rap', 'smooth', 'soul', 'our', 'world', 'ep', 'nowadays', 'records', 'just', 'little', 'hill', 'valley', 'films', 'mos', 'def', 'cool', 'kids', 'brother', 'mac', 'miller', 'kanye', 'west', 'calanques', 'goudes', 'callelongue', 'sea', 'mer', 'sun']","Itunes: http://itunes.apple.com/us/album/our-world-creestal-moshadee/id534924558
CM Jones est la réunion du Beatmaker Marseillais Creestal et du rappeur de New Jersey Moshadee.
Leur premier EP ""Our World"" sort avec le label Nowadays Records le 25/06/2012
Creestal from Marseille (France)  and Moshadee from Newark (US) are CM Jones.
Just a Lil' Bigger add vocal by Mandy Lerouge.
Facebook: http://www.facebook.com/wearecmjones
Soundcloud: http://www.soundcloud.com/cmjones
Label: http://www.nowadaysrecords.com

Directed by HILL VALLEY Films",,3826.0,31.0,https://www.youtube.com/channel/UCYExKRroESDp0QpqTM95KyA,223.0,,0.0,https://www.youtube.com/watch?v=5vRGf051nuk,"[[  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]
 [109. 192.  95. ...   0. 228. 255.]
 ...
 [159. 115.  70. ... 115.  48. 130.]
 [158. 113.  71. ... 114.  46. 124.]
 [160. 115.  71. ... 115.  50. 130.]]","[[173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 ...
 [188.  87. 117. ...  52. 164.  94.]
 [153.  41. 112. ...  69.  83. 172.]
 [165.  24. 136. ... 160.  70.  60.]]"
6,WgfQ,NPGKYmy1G-w,Testing the Huawei P8 Super Night Mode,['Science & Technology'],"['Huawei', 'Huawei P8', 'Super Night Mode', 'Super Night', 'smartphone', 'smartcam', 'smartcamclub']",Testing the Huawei P8 Super Night Mode - in the basement,,18956.0,98.0,https://www.youtube.com/channel/UCjwgsyFVoeo79ZnemQ1OIkw,150.0,,0.0,https://www.youtube.com/watch?v=NPGKYmy1G-w,"[[108. 161. 120. ... 112.  85. 174.]
 [108.  57. 146. ... 135. 180. 189.]
 [ 74.  23. 106. ... 111. 161. 105.]
 ...
 [121. 106. 106. ... 115.  47. 141.]
 [133. 151.  95. ... 166.  81. 200.]
 [149. 156.  85. ... 176. 106. 172.]]","[[173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 ...
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]]"
7,0KfQ,mHo7T_d9QRo,"LA OPORTUNIDAD ""PARTE 2"" - MAGO REY - Naruto Ending Español",['Entertainment'],"['Place to Try', 'Mago Rey', 'La Oportunidad', 'Parte 2', 'Fandub Español', 'Naruto shippuden', 'Ending', 'Español Latino', 'Spanish', 'Opening', 'Naruto (Comic Book Series)', 'Sasuke', 'Audio', 'Sakura', 'Anime', 'Naruto Shippuuden']","Aqui esta una Probadita de nuestra Cancion la Oportunidad si la Quieren Escuchar completa Descarguenla Aqui http://www.4shared.com/mp3/xK2jIFhi/la_oportunidad_-_mago_rey.html

PLACE TO TRY -- ""LA OPORTUNIDAD"" -- MAGO REY
Luchar
Por Siempre hasta el Final
No Desperdicies Hoy

La Vida es tan Corta
Que hasta el último momento doy

La vida que una vez Soñé
Por tanto tiempo
Se Escapa junto a la ilusión
Que llevo Dentro
Mi  Locura es por Amor.

Luchar
Con todo este Dolor
Me  Quema el Corazón

El Fuego arde en mi pecho
Y solo busco una Razón.

La vida que una vez Soñé
Por tanto tiempo
Se Escapa junto a la ilusión
Que llevo Dentro
Mi  Locura es por Amor.
Por Amor Por tiiiii

Nunca Mas
Me Dejes en la Soledad
Superar
Rencores
Que no nos Dejan Avanzar

No hay nada que temerle
A Nuestro amor
Dame Otra Oportunidad.


Sé que Te duele tanto a ti, como me ha dolido a mi,
De una maldita Forma debes Verlo....
Recuerdos que este tonto amor me traeeee
Son los que Ahora mismo me dan Fuerza.

Es la  Hora de luchar
Por Sueños que Lejanos  Vez
Por ti
Lo Intentare
Veraz.

La vida que una vez Soñé
Por tanto tiempo
Se Escapa junto a la ilusión
Que llevo Dentro
Mi  Locura es por Amor.

La vida que una vez Soñé
Por tanto tiempo
Se Escapa junto a la ilusión
Que llevo Dentro
Mi  Locura es por Amor.
Por Amor Por tiiii

Nunca Más
Me Dejes en la Soledad
Lagrimas
Que marcan
Y Nunca podre Superar,

No hay nada que temerle
A Nuestro amor
Dame otra oportunidad.",,60925.0,749.0,https://www.youtube.com/channel/UCt1IB3TWs88Ybzkj4dhegGw,173.0,,0.0,https://www.youtube.com/watch?v=mHo7T_d9QRo,"[[175.  13.  59. ... 161. 175. 187.]
 [154.   5.  75. ...  63.  70.  23.]
 [  9.  61. 112. ... 230. 207. 215.]
 ...
 [159.  22. 150. ... 158. 162. 187.]
 [167.  34. 142. ... 149. 119. 235.]
 [167.  80. 162. ... 111.  56. 218.]]","[[191.  65.  74. ... 196.  32.  13.]
 [224. 114.  25. ... 198.   0.  53.]
 [215. 101.  28. ... 210. 159.  65.]
 ...
 [210. 119.  64. ...  11.   0.   0.]
 [209. 137.  98. ...   0.  79. 151.]
 [200.  76.  52. ...  76.  15.   0.]]"
8,hOfQ,djacbEY9El8,mn street racing night 2,['Autos & Vehicles'],"['drag', 'race', 'fast', 'burnout', 'probe', 'mustang', 'honda', 'civic', 'prelude', 'drift', 'bikes']",people racing on the streets of mn trucks cars bikes,,6912.0,10.0,https://www.youtube.com/channel/UC9Kt2oG5E5a3HsAeCJklduQ,481.0,,0.0,https://www.youtube.com/watch?v=djacbEY9El8,"[[ 76. 154. 170. ... 115.  83.  87.]
 [ 88. 156. 211. ... 128.  54. 120.]
 [ 75. 134. 235. ... 169. 105. 177.]
 ...
 [137. 177. 163. ...  89. 116.  96.]
 [115. 185. 145. ...  30. 210.  26.]
 [140. 160. 183. ... 120. 126. 153.]]","[[ 59. 178. 114. ... 244. 255. 255.]
 [ 14. 212. 104. ...   0. 255. 255.]
 [  5. 255.  62. ...  51. 231. 255.]
 ...
 [  0. 255.   0. ... 216.   0. 254.]
 [  0. 255.   0. ... 255. 255. 207.]
 [  0. 255.   0. ... 202. 241.   0.]]"
9,j7fQ,d05WjvDuUQI,2nd Level Dressage Freestyle Haflinger,['People & Blogs'],"['Dressage (Sport)', 'Horse', 'Riding', 'Haflinger', '2nd level', 'freestyle', 'kur', ""ace's wild"", 'wild', 'usdf', 'Pony', 'Equestrianism (Sport)', 'musical freestyle', 'music']","2nd Level Dressage Freestyle
Ace's Wild FTF and Allison
2013 USDF Recognized Show
72%

I love my Haflinger! This was such a fun ride!",,4187.0,20.0,https://www.youtube.com/channel/UC6xQVeh_ga-ibjF0qpgb7mA,307.0,,0.0,https://www.youtube.com/watch?v=d05WjvDuUQI,"[[217. 141. 146. ... 139.  76. 220.]
 [244. 141. 183. ... 101.  61. 207.]
 [219. 150. 151. ... 133. 140. 104.]
 ...
 [152. 188. 144. ... 222.  54. 168.]
 [213. 193. 140. ...  78.  53. 198.]
 [197. 181. 124. ...  69.  86. 165.]]","[[131.  97. 187. ... 247. 157. 131.]
 [ 79.  71. 159. ... 142.  49.  18.]
 [ 65. 112. 174. ...   0.   0. 125.]
 ...
 [ 97. 227. 145. ...   0.  87.  29.]
 [ 89. 205. 168. ...   0. 111.  77.]
 [118. 162. 178. ...   0. 204.  61.]]"
