,puesdo_id,real_id,title,categories,tags,description,is_live,view_count,like_count,channel_url,duration,average_rating,age_limit,webpage_url,rgb_by_frame,audio_by_frame
0,vKCj,MGCYvfcFauI,Beethoven - Funeral March from 3rd Symphony (Piano 4-Hands) - Part 1,['Music'],"['Ludwig', 'van', 'Beethoven', 'Symphony', 'No', 'Eroica', 'Funeral', 'March', 'piano', 'transcription', 'hands', 'magdalita', 'geppeto', 'wagner', 'stefani', ""d'aragona"", 'malheiro', 'prado']","""Funeral March"" from 3rd Symphony (""Eroica"") by Ludwig van Beethoven. Transcription for Piano 4-Hands by Hugo Ulrich, played live by Magdalita S. Geppetto and Wagner Stefani D'Aragona Malheiro Prado on Juny 10th 2007 in Düsseldorf/Germany. Part 1 of 2.",,2414.0,9.0,https://www.youtube.com/channel/UC3NloYXwt9ka_T4kP7q5JxA,373.0,,0.0,https://www.youtube.com/watch?v=MGCYvfcFauI,"[[ 53. 206. 124. ...  65. 156.  25.]
 [ 43. 210. 121. ...  49. 122.  33.]
 [ 28. 209. 123. ...  38.  85.  67.]
 ...
 [ 23. 213. 120. ...  14. 108.  72.]
 [ 13. 212. 119. ...  36.  87.  80.]
 [ 23. 213. 121. ...   6. 105.  99.]]","[[122.  48. 161. ... 128. 255. 205.]
 [170. 100. 230. ... 130. 255. 171.]
 [173. 125. 202. ...  89. 235. 180.]
 ...
 [159. 140. 231. ...  54. 140. 215.]
 [153. 197. 252. ... 235. 193. 255.]
 [159. 170. 239. ...   0.  60. 124.]]"
1,CtCj,2QjbfNzGJjg,"Steve Hackett_""WildOrchids"" Album_Press EPK Video by ChunkyProductionsUK",['Music'],['Genesis'],"Promotional Video - Steve Hackett ""Wild Orchids"". Directed by Paul Clark, Scripted, Shot and Edited by Chunky Productions UK. Progressive (Prog) Rock, Electric Guitar Rock Album, Roger King - keyboards and arrangements, Gary O'Toole - drums, Billy Budis - management, Rob Townsend - sax/wind",,1181.0,12.0,https://www.youtube.com/channel/UC0heXB31e-8QU3wUDIjTWfQ,497.0,,0.0,https://www.youtube.com/watch?v=2QjbfNzGJjg,"[[  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]
 [  0.  55. 126. ... 118. 115.  25.]
 ...
 [ 69. 164. 255. ...  87. 148.  59.]
 [ 33. 156. 200. ...   0. 158.  89.]
 [ 59. 154. 225. ...   0.  97.  50.]]","[[161.  81. 154. ... 255.  77. 255.]
 [158. 114. 141. ... 185. 172.  31.]
 [170.  65.  84. ... 170. 114. 168.]
 ...
 [218. 161. 170. ... 219.   0. 255.]
 [193.  59. 128. ...  87.   0. 224.]
 [213. 132. 143. ...  63.  48.  43.]]"
2,5JCj,jyhgjby87Ts,Star Citizen Dual Joystick setup and racing gameplay murray cup (v0.9.11),['Gaming'],"['dual joystick', 'two joysticks', 'star citizen', 'racing', 'race', 'murray cup', 'logitech', 'extreme 3d pro', 'thrustmaster', 't-16000m', 'pedals', 'Joystick (Computer Peripheral Class)', 'Gameplay']","Logitech Extreme 3D Pro and Thrustmaster T-16000M joysticks setup in Star Citizen + Murray Cup racing mode.

Performance in the racing mode is currently sub optimal and affected the recording of that gameplay with some stuttering. I was recording using AMD Raptr at 720-30p with 720p resolution in-game. I will see if I can do anything to improve stability in future videos but it may be down to game optimisation at this stage",,19214.0,99.0,https://www.youtube.com/channel/UCl3DmXpHyTCUxhReeyMwZhQ,431.0,,0.0,https://www.youtube.com/watch?v=jyhgjby87Ts,"[[  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]
 [115. 104. 162. ... 213. 174. 255.]
 ...
 [195.  94. 179. ... 203. 180.  97.]
 [178.  86. 158. ... 212.  79. 160.]
 [171.  76. 165. ... 255.  25. 254.]]","[[ 57.  53. 134. ...   0.   0. 175.]
 [ 49.  48. 134. ...   0.  77. 255.]
 [ 46.  51. 109. ...   0. 163. 255.]
 ...
 [ 57. 139.  63. ...  32.  50. 255.]
 [104.  96.  71. ... 118.  20. 255.]
 [131.  94.  96. ... 167.  13. 255.]]"
3,xNCj,oxAsv4jkrNQ,D.I.S.C.O MV - YeomJungHwa ft. T.O.P,['Music'],"['pop', 'korean', 'bigbang', 'top', 'yeomjunghwa', '严正花']",this is the mv of disco with chinese substitle from BBCN,,3199.0,0.0,https://www.youtube.com/channel/UCa_kl3Jl9610-msXhgGHgWA,210.0,,0.0,https://www.youtube.com/watch?v=oxAsv4jkrNQ,"[[  0.  71. 129. ...  59. 152.   0.]
 [  0.  71. 128. ...  62. 150.   0.]
 [  0.  72. 128. ...  61. 150.   0.]
 ...
 [  0. 168. 180. ...  92. 246. 114.]
 [  0.  46. 154. ...  62. 146. 110.]
 [  0.  55. 163. ...  94. 166.  89.]]","[[173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 ...
 [173.  26. 128. ... 148. 136. 192.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]]"
4,YsCj,hPgWKS_pQMc,"Spicy ""Green Curry"" with Stuffed Shrimp Recipe",['Howto & Style'],"['Shrimp', 'Spicy', 'Green', 'Curry', 'Gourmet', 'Thai', 'Food', 'Asian', 'Fusion', 'Appetizer', 'Cooking', 'Video', 'Easy', 'Recipe', 'Kitchen', 'Restaurant', 'Bbq', 'Home Made', 'Recipes', 'Dinner', 'Cuisine']","Please Like Us - http://www.Facebook.com/CurrySimple

Visit http://www.CurrySImple.com for more recipes!

A wonderful appetizer!  1 dozen steamed shrimp stuffed with fresh basil and red pepper accompanied with a spicy Thai green coconut curry dipping sauce.  Ingredients include:  1 dozen shrimp, 6 basil leaves, 1 red pepper, 1 pack of CurrySimple green curry sauce and basic cooking skills.  Enjoy!",,1985.0,5.0,https://www.youtube.com/channel/UC5h7LCBhdLVChoaxvgoFUmw,279.0,,0.0,https://www.youtube.com/watch?v=hPgWKS_pQMc,"[[192. 169. 126. ... 118. 255. 207.]
 [179. 159. 120. ...  57. 243.  94.]
 [181. 143. 120. ...  82. 196. 107.]
 ...
 [  0.   0.  94. ... 125. 133.  32.]
 [  0.   1.  94. ... 123. 134.  31.]
 [  0.   5.  93. ... 128. 135.  31.]]","[[ 91.  59. 219. ...  76. 114.  68.]
 [ 33.  70. 188. ... 181. 255. 199.]
 [100.  51. 189. ...  99.  97.  50.]
 ...
 [155.  65. 101. ... 247. 154. 185.]
 [188.  74.  78. ... 170. 187. 173.]
 [173.  59.  98. ... 122. 250.   0.]]"
5,JvCj,bJTtocur_uA,India: Production of Next Gen Scorpene Submarine begins,['News & Politics'],"['India', 'Scorpene', 'Submarine', 'mazgaon', 'dockyard', 'hunter-killer', 'class', 'Indian', 'Navy']","6 Hunter-Killer class Scorpene submarines will be built in the Mazgaon dockyard.  
 video source:NDTV",,30345.0,44.0,https://www.youtube.com/channel/UCXG4_T1ydWk_jlFazblnyGQ,166.0,,0.0,https://www.youtube.com/watch?v=bJTtocur_uA,"[[154.  90. 141. ...  25. 181.  48.]
 [159.  84. 148. ...  36. 199.  88.]
 [138.  92. 146. ...  71. 118.  68.]
 ...
 [161. 173. 111. ...  96. 182. 188.]
 [185. 164. 112. ... 108. 232. 167.]
 [186. 158. 119. ... 105. 229. 178.]]","[[112. 150. 139. ... 255. 174.   0.]
 [ 59. 123. 201. ...   0.  59.   0.]
 [ 76. 134. 207. ... 239.  70. 120.]
 ...
 [ 35. 198. 133. ...   0.   0.   0.]
 [ 92. 176. 121. ...   1.  18.  61.]
 [125. 102.  83. ... 233. 207. 159.]]"
6,daCj,9--MiE_Hd8Y,Climbing in Romania Suncuius,['Sports'],"['Sport', 'climbing', 'mászás', 'romania']",This is a beautiful climbing wall.,,2412.0,2.0,https://www.youtube.com/channel/UC9AYW3O7vyFhohbMGU8-B7A,179.0,,0.0,https://www.youtube.com/watch?v=9--MiE_Hd8Y,"[[  0. 141.  63. ... 126. 101.  65.]
 [ 24.  58. 106. ... 138. 175. 207.]
 [  3.  79.  91. ... 175. 196. 217.]
 ...
 [ 62. 136.  73. ...   0.  72.  53.]
 [ 61. 134.  81. ...   0. 112. 134.]
 [ 60. 139.  74. ...   0. 144. 152.]]","[[178.  62. 119. ... 136. 222. 149.]
 [181.  63.  85. ... 255.  99. 240.]
 [193.  93.  75. ...  23.  29. 160.]
 ...
 [141.  52. 119. ... 224.   0. 255.]
 [179.  56. 101. ... 164.   0. 159.]
 [173.  27. 126. ... 133. 130. 187.]]"
7,I4Cj,,,,,,,,,,,,,,"[[160. 102. 255. ... 106. 241. 190.]
 [192. 115. 255. ... 128. 136. 179.]
 [183. 112. 255. ... 143. 170. 157.]
 ...
 [171. 120. 244. ...  62. 119. 119.]
 [  0.  98. 154. ... 217. 128. 128.]
 [  0.  82. 148. ... 198. 113. 112.]]","[[143.  62. 130. ... 112. 192. 227.]
 [147.  87. 141. ... 173. 155. 159.]
 [142. 210. 208. ... 225.   0.   0.]
 ...
 [115.  78. 142. ... 195. 219.  34.]
 [117.  91. 243. ... 164. 255.  81.]
 [180.  71. 124. ... 143.  91. 237.]]"
8,qyCj,WepJS5aXZhM,Graphite For Sale,['Pets & Animals'],"['Movie', '0001']",,,1079.0,0.0,https://www.youtube.com/channel/UCYI9xnUrHhLva746iwOVWdQ,333.0,,0.0,https://www.youtube.com/watch?v=WepJS5aXZhM,"[[  0. 156.  51. ... 133. 121. 110.]
 [ 16.  99.  60. ...  64.  92. 158.]
 [ 15. 100.  60. ...  66.  95. 150.]
 ...
 [  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]
 [  0.  72. 173. ... 142. 119. 137.]]","[[180.  54. 126. ... 141. 157. 225.]
 [185.  78. 114. ...  81. 200. 214.]
 [189.  79.  94. ... 255. 140. 202.]
 ...
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]
 [173.  27. 126. ... 133. 130. 187.]]"
9,6dCj,QEwix8bnyNM,Rana booye eydi (norooz 1391) VOA   ( رعنا  ( نوروز ۱۳۹۱صدای آمریکا,['Entertainment'],"['New', 'Project']",قسمتی از برنامه صدای آمریکا نوروز  ۱۳۹۱,,9697.0,50.0,https://www.youtube.com/channel/UCZI6-wEOZ680cqDmWF6CRbg,215.0,,0.0,https://www.youtube.com/watch?v=QEwix8bnyNM,"[[128.  92. 255. ...  53. 162.  18.]
 [125.  16. 255. ...  79. 170.  63.]
 [123.  26. 255. ...  29. 173.  78.]
 ...
 [111.  50. 114. ... 216.  98.  87.]
 [124.  66.  95. ... 156.  58. 110.]
 [136.  68. 136. ... 194. 107. 138.]]","[[181. 145. 208. ... 255. 255. 255.]
 [164. 174. 208. ... 111.  55. 255.]
 [160. 183. 188. ... 227. 255. 255.]
 ...
 [ 81. 137. 236. ... 133.   0.  57.]
 [113. 126. 196. ... 184.   0.  19.]
 [102.  60. 202. ... 115. 126. 100.]]"
